aticker,coname,fmonth,fyear,che,ibd,teq,sale,oiadp,ni,dp,amort,avg_annual_mktcap,ticker
A373170,엠아이큐브솔루션,12.0,2023,21637628000.0,2141591180.0,23071223820.0,24152183800.0,1756064740.0,2498542530.0,611625000.0,54924000.0,111256000000.0,373170
A258610,케일럼,12.0,2023,3684769000.0,52446701320.0,25450113790.0,84547280400.0,-4408723590.0,-54746512790.0,2991804000.0,1405127000.0,80805000000.0,258610
A067010,이씨에스,3.0,2023,3654632000.0,906653440.0,54854090960.0,91805920910.0,1475201350.0,2627086460.0,761327000.0,327933000.0,44501000000.0,67010
A187220,디티앤씨,12.0,2023,18288087000.0,70798009710.0,106792970360.0,96737112180.0,-20664997260.0,-25689288700.0,14323004000.0,574583000.0,54536000000.0,187220
A007770,한일화학,12.0,2023,4624239000.0,22068366540.0,104450106440.0,121935915660.0,-9406372600.0,-15202797520.0,4737805000.0,163517000.0,68578000000.0,7770
A203450,유니온커뮤니티,12.0,2023,11285439000.0,8528297000.0,39837085940.0,51382692330.0,1567912630.0,3068889330.0,930402000.0,73190000.0,48851000000.0,203450
A415380,스튜디오삼익,12.0,2023,2221198000.0,4000801730.0,19449489290.0,95399010870.0,2777920670.0,2172911090.0,394726000.0,14061000.0,,415380
A115610,이미지스,12.0,2023,2519848000.0,5401074700.0,6283354590.0,16100183610.0,-2313092780.0,-4610901780.0,166353000.0,565524000.0,41543000000.0,115610
A036480,대성미생물,12.0,2023,4362435000.0,24011278260.0,37348624960.0,25562323130.0,-689011930.0,-679675510.0,2671265000.0,190795000.0,40945000000.0,36480
A412350,레이저쎌,12.0,2023,3411797000.0,1222631040.0,36712517000.0,6026961350.0,-5779730380.0,-182193510.0,1272191720.0,49609310.0,84891000000.0,412350
A240600,유진테크놀로지,12.0,2023,25947674000.0,16327611810.0,47847141840.0,47497623100.0,6379656260.0,-1813571100.0,2073488000.0,34303000.0,96841000000.0,240600
A013000,세우글로벌,12.0,2023,3151512000.0,27777130.0,48451992720.0,36127556600.0,2368614960.0,2554578910.0,93437000.0,11499000.0,41422000000.0,13000
A303030,지니틱스,12.0,2023,4933734000.0,4555695410.0,16202305250.0,33068422790.0,-6046795130.0,-5877620900.0,357529000.0,431820000.0,57960000000.0,303030
A051380,피씨디렉트,12.0,2023,2879818000.0,24866054550.0,42783481520.0,304742791070.0,3282612470.0,765698190.0,733196000.0,58301000.0,57707000000.0,51380
A131220,대한과학,12.0,2023,5695737000.0,2881404240.0,48695162080.0,73702238890.0,6167121390.0,5221914100.0,1731499000.0,106707000.0,49994000000.0,131220
A017000,신원종합개발,12.0,2023,11557069000.0,51953784970.0,101519649690.0,309755353200.0,3128726290.0,8253167610.0,1057118000.0,0.0,52068000000.0,17000
A276730,제주맥주,12.0,2023,6890812000.0,16389749630.0,22806470350.0,22449535020.0,-11007839910.0,-12390083210.0,1635666000.0,60835000.0,77645000000.0,276730
A114450,그린생명과학,12.0,2023,6347661000.0,4932858090.0,35954000890.0,22369480270.0,-4643025610.0,-16357737230.0,2417393830.0,58327760.0,55975000000.0,114450
A001810,무림SP,12.0,2023,45301483000.0,55140383540.0,199949046410.0,162093712060.0,-7289718020.0,-5732388480.0,1746508000.0,130024000.0,49322000000.0,1810
A452300,캡스톤파트너스,12.0,2023,7153803710.0,3000000000.0,31025122390.0,9508927370.0,-2432527980.0,-4315191600.0,282676000.0,11550000.0,75286000000.0,452300
A367000,플래티어,12.0,2023,3989350000.0,1909752310.0,42384228480.0,33291839460.0,-4541180980.0,-3235554650.0,941862000.0,290991000.0,94797000000.0,367000
A038950,파인디지털,12.0,2023,9045041000.0,571709000.0,97526442340.0,87726787050.0,-660156610.0,1971061220.0,1533351000.0,303085000.0,53256000000.0,38950
A318010,팜스빌,12.0,2023,5469553000.0,2189758870.0,64015921500.0,21394730370.0,1632976190.0,3307098240.0,655746000.0,20247000.0,73785000000.0,318010
A002820,SUN&L,12.0,2023,47517367000.0,275892594190.0,231388941220.0,441061876740.0,-30185394860.0,-159209216490.0,17482463840.0,98120620.0,35351000000.0,2820
A011300,성안머티리얼스,12.0,2023,1493841000.0,69912589000.0,27055386550.0,33789509690.0,-9330409810.0,-42898920810.0,2067086710.0,0.0,118277000000.0,11300
A290520,신도기연,12.0,2023,29767808000.0,1295044320.0,58003862280.0,20754838400.0,-2511118560.0,-3348436360.0,884141000.0,43720000.0,85261000000.0,290520
A098660,에스티오,12.0,2023,948322000.0,28247549060.0,30251830480.0,74045039700.0,3549717630.0,2020447120.0,3930478250.0,26876420.0,32118000000.0,98660
A297570,알로이스,12.0,2023,14210605000.0,11281719700.0,40691908640.0,26583526240.0,4250212440.0,4896695720.0,435794000.0,27424000.0,54918000000.0,297570
A303360,프로티아,12.0,2023,1722175000.0,158861110.0,23527247070.0,8227847320.0,164092700.0,462940440.0,416454000.0,30556000.0,58626000000.0,303360
A274400,이노시뮬레이션,12.0,2023,6736708000.0,18027658000.0,28459170630.0,19483806080.0,-155582730.0,-278235640.0,1001650000.0,172875000.0,118543000000.0,274400
A332290,누보,12.0,2023,7608572000.0,37283733230.0,23211903690.0,82156943240.0,-2277203200.0,-5988194090.0,1960565000.0,20566000.0,64079000000.0,332290
A001140,국보,12.0,2023,2283180000.0,40912761660.0,29370803680.0,47384485450.0,-12080295470.0,-31563058090.0,4307828670.0,547249440.0,60792000000.0,1140
A048470,대동스틸,12.0,2023,30007573000.0,4634892420.0,71553688430.0,137634680150.0,-2423860140.0,-2189485190.0,437299960.0,0.0,39826000000.0,48470
A131760,파인텍,12.0,2023,14446017000.0,25537480230.0,30651363610.0,44755330650.0,-4227096020.0,-7721167660.0,4449400000.0,732849000.0,49550000000.0,131760
A133820,화인베스틸,12.0,2023,3529805000.0,93325990570.0,64990661470.0,132197701710.0,-19776770060.0,-18028351030.0,8288340500.0,345930650.0,56182000000.0,133820
A147760,피엠티,12.0,2023,5506628000.0,15765672690.0,45342451480.0,33042724100.0,-5266408450.0,-5550874250.0,4496961100.0,123912630.0,55077000000.0,147760
A002870,신풍,12.0,2023,5369566000.0,6588251220.0,71642478000.0,26895721820.0,-3999446140.0,-9206170000.0,1319337000.0,0.0,34250000000.0,2870
A900300,오가닉티코스메틱,12.0,2023,41132524000.0,6355146000.0,258341024000.0,177853373000.0,-74084132000.0,-79885125000.0,1098473000.0,5996000.0,38318000000.0,900300
A006200,한국전자홀딩스,12.0,2023,21322945000.0,57431625520.0,386122138290.0,266806350930.0,-24677103500.0,-28809054750.0,16814060840.0,60606870.0,51002000000.0,6200
A075130,플랜티넷,12.0,2023,19163294000.0,4027332000.0,78309478830.0,33066451620.0,1271312160.0,2386066840.0,1818470000.0,211801000.0,41661000000.0,75130
A335810,프리시젼바이오,12.0,2023,2426449000.0,20299490360.0,32027458680.0,20391168320.0,-4810588500.0,-4490309990.0,2597488000.0,547693000.0,68088000000.0,335810
A040160,누리플렉스,12.0,2023,13512081000.0,39139392050.0,82414633060.0,132719404840.0,1980004090.0,2497486550.0,2309220930.0,300669360.0,67664000000.0,40160
A069920,엑시온그룹,12.0,2023,11721638000.0,156252220.0,41838676460.0,4646744800.0,-11567051830.0,-15290002570.0,645501990.0,394711660.0,106532000000.0,69920
A276040,스코넥,12.0,2023,6075730000.0,458048280.0,22795808150.0,6247558610.0,-6054392060.0,-5250928760.0,682691000.0,74802000.0,136956000000.0,276040
A289010,아이스크림에듀,12.0,2023,7778496000.0,22492189000.0,44559536940.0,117613662190.0,-16703739010.0,-23465565400.0,9894618170.0,1893198800.0,58181000000.0,289010
A119500,포메탈,12.0,2023,2332103000.0,5574250000.0,49221639570.0,71095183860.0,2143509730.0,1909472640.0,2428320000.0,10078000.0,43505000000.0,119500
A290270,휴네시온,12.0,2023,9008180000.0,310027440.0,42627390960.0,36140422010.0,4662572730.0,6740050480.0,709259000.0,286388000.0,41085000000.0,290270
A065500,오리엔트정공,12.0,2023,5745582000.0,21789723300.0,37596113390.0,162809370320.0,1976608640.0,-5683606420.0,2491123620.0,35630510.0,39811000000.0,65500
A009140,경인전자,12.0,2023,15093281000.0,155762150.0,70583523300.0,21136261740.0,215548050.0,5784797080.0,602448300.0,40730090.0,37108000000.0,9140
A137080,나래나노텍,12.0,2023,2800042000.0,64801756080.0,93554411950.0,52925517540.0,-14991082560.0,-13283478370.0,4757660000.0,170338000.0,90555000000.0,137080
A317120,라닉스,12.0,2023,1530936000.0,16459008990.0,10631958230.0,11543221600.0,-2957186930.0,-5369729460.0,376117000.0,47135000.0,50856000000.0,317120
A090370,메타랩스,12.0,2023,1669136000.0,31636034810.0,73402387310.0,21598887650.0,-3860136980.0,-7437666520.0,2350373000.0,0.0,67342000000.0,90370
A005820,원림,12.0,2023,13431034000.0,8125834700.0,151917181770.0,84421858600.0,5066403420.0,10089058400.0,2073729270.0,0.0,49615000000.0,5820
A008470,부스타,12.0,2023,11997396000.0,1354055200.0,77355521570.0,101060228360.0,1540089000.0,1448541830.0,1377005000.0,0.0,41468000000.0,8470
A048770,TPC,12.0,2023,2969628000.0,34218818740.0,45677572990.0,86177095410.0,-5157696140.0,-7129220880.0,1627284210.0,176025120.0,57698000000.0,48770
A351320,에스에이티이엔지,12.0,2023,5485419000.0,11952768990.0,21806319250.0,16178824950.0,-8559622620.0,-7432903270.0,860791000.0,51680000.0,74608000000.0,351320
A348080,큐라티스,12.0,2023,7313509000.0,20430910480.0,38796328070.0,1030058260.0,-17243541830.0,-15799242090.0,4336324000.0,476124000.0,116241000000.0,348080
A035620,바른손이앤에이,12.0,2023,2151054000.0,33361970000.0,71647241680.0,23670251800.0,-4824154000.0,-13926418300.0,628953000.0,50456000.0,60560000000.0,35620
A059100,아이컴포넌트,12.0,2023,4696064000.0,15972888000.0,36102028400.0,27349339960.0,-2149500560.0,-2687949200.0,3193225720.0,39385160.0,47215000000.0,59100
A047080,한빛소프트,12.0,2023,8273470000.0,4782419120.0,15547283720.0,25928442550.0,-6524096630.0,-9555432090.0,632809000.0,16652000.0,68780000000.0,47080
A299910,애닉,12.0,2023,4159304000.0,1222185690.0,1650283260.0,640250900.0,-2107479150.0,-981019880.0,161158000.0,31291000.0,25975000000.0,299910
A198940,한주라이트메탈,12.0,2023,10268701000.0,107012292610.0,36627811530.0,220981852360.0,-13575024300.0,-15319136000.0,12338336000.0,265074000.0,93064000000.0,198940
A333050,모코엠시스,12.0,2023,5038678000.0,385653000.0,20863804570.0,24589393980.0,706087170.0,1082489360.0,296649390.0,67172350.0,35830000000.0,333050
A246250,에스엘에스바이오,12.0,2023,1821526000.0,2104589630.0,13466226900.0,9023399190.0,1031032580.0,1434045710.0,1258139000.0,20075900.0,53245000000.0,246250
A026040,제이에스티나,12.0,2023,3128345000.0,2170027820.0,43226632590.0,75362474830.0,-582699120.0,792213900.0,1679903000.0,283666000.0,43863000000.0,26040
A101390,아이엠,12.0,2023,6665193000.0,12453561790.0,23191113150.0,124304995410.0,-1063282370.0,-23486354560.0,6478575000.0,1174000.0,66927000000.0,101390
A002420,세기상사,12.0,2023,2370341000.0,17054665770.0,27055502110.0,31328511050.0,-815790570.0,-1559060830.0,896420760.0,0.0,41107000000.0,2420
A020180,대신정보통신,3.0,2023,26568962000.0,27807518000.0,34383806120.0,256790690610.0,8839861270.0,6567168450.0,1309973120.0,25585830.0,44794000000.0,20180
A197140,디지캡,12.0,2023,8369699000.0,955417000.0,42780811010.0,24626727590.0,-664818240.0,-3334528000.0,910380730.0,1017793660.0,48766000000.0,197140
A187270,신화콘텍,12.0,2023,11857364000.0,23544065140.0,60816959290.0,51942907900.0,4913326270.0,3890941570.0,3270028000.0,135790000.0,48460000000.0,187270
A331520,밸로프,12.0,2023,9469683000.0,7832701790.0,29237875650.0,35972131510.0,228744750.0,909714160.0,694809000.0,141584000.0,61085000000.0,331520
A032680,소프트센,12.0,2023,44438592000.0,24665489910.0,65396418300.0,61085045070.0,-1418785530.0,-9968876090.0,560050240.0,1311108020.0,72366000000.0,32680
A356890,싸이버원,12.0,2023,7844376000.0,154070000.0,38643780200.0,24675744970.0,1276134770.0,2433817640.0,784837000.0,21186000.0,48417000000.0,356890
A032980,바이온,12.0,2023,7042680000.0,5264786820.0,19695147920.0,8889038200.0,-6630325910.0,-6748920120.0,664235210.0,2737360.0,51353000000.0,32980
A187790,나노,12.0,2023,8121378000.0,19146526670.0,8337759240.0,88076437790.0,1622778490.0,-5300247580.0,2025555000.0,103698000.0,38900000000.0,187790
A405000,플라즈맵,12.0,2023,7373307000.0,19323423340.0,8077431110.0,12917403650.0,-20572115100.0,-18791665600.0,1700523010.0,75778270.0,108220000000.0,405000
A024070,WISCOM,12.0,2023,3035993000.0,0.0,110912067300.0,112319254500.0,-2854535880.0,-475564720.0,3928642470.0,49711020.0,42269000000.0,24070
A318160,셀바이오휴먼텍,12.0,2023,4052386000.0,5927028300.0,44562705940.0,27324211000.0,3149395750.0,-1857096170.0,1754465980.0,48982650.0,47254000000.0,318160
A199730,바이오인프라,12.0,2023,10693675000.0,8990951000.0,33973534980.0,30128735340.0,1305211810.0,2001611060.0,2272557000.0,115408000.0,83560000000.0,199730
A000950,전방,12.0,2023,5649436000.0,33161261820.0,189819477320.0,94772410640.0,-32548106490.0,-19193789810.0,7597682000.0,288000.0,52928000000.0,950
A062970,한국첨단소재,12.0,2023,753383000.0,12644840000.0,7303818030.0,14413036040.0,-3022997840.0,-4027424140.0,680048000.0,23325000.0,24752000000.0,62970
A012620,원일특강,12.0,2023,5210811000.0,81976061000.0,154712215970.0,379986386060.0,13440573210.0,7997353450.0,3496267000.0,46095000.0,42037000000.0,12620
A090150,아이윈,12.0,2023,7849069000.0,69710572200.0,44766775250.0,108275071410.0,6353994070.0,-35265657300.0,2277537000.0,113780000.0,66884000000.0,90150
A088290,이원컴포텍,12.0,2023,4942168000.0,11321220280.0,49721240930.0,47118903090.0,879838240.0,-2402682480.0,1400888930.0,12053830.0,117698000000.0,88290
A193250,링크드,12.0,2023,25005248000.0,4064384000.0,75696066280.0,20171254670.0,-4428502770.0,-12693679940.0,2211224000.0,33028000.0,60935000000.0,193250
A037400,우리엔터프라이즈,12.0,2023,63248382000.0,90871316920.0,320286444190.0,1287955420190.0,26492122910.0,18999248400.0,29933078490.0,466096820.0,42977000000.0,37400
A184230,SGA솔루션즈,12.0,2023,15381477000.0,20907689850.0,57069941360.0,54733280060.0,1276890420.0,64437130.0,1324842000.0,2141139000.0,46590000000.0,184230
A322780,코퍼스코리아,12.0,2023,14623649000.0,57895457470.0,56915982750.0,44653729850.0,1698159460.0,3182189140.0,564505260.0,23070218000.0,94786000000.0,322780
A078590,휴림에이텍,12.0,2023,10257058000.0,583638930.0,43420174590.0,63663274090.0,4814018010.0,8202050320.0,1711403000.0,62348000.0,249895000000.0,78590
A340810,씨유박스,12.0,2023,21224485000.0,15289758010.0,20628537910.0,14100761170.0,-9771154270.0,-9628112240.0,1817406000.0,846671000.0,106757000000.0,340810
A054300,팬스타엔터프라이즈,12.0,2023,6834030000.0,32204354390.0,52635301320.0,69113153040.0,1627809950.0,275201690.0,2771109000.0,3420000.0,45622000000.0,54300
A023770,플레이위드,12.0,2023,3032226000.0,4044937560.0,25933868310.0,28552255510.0,-6647064620.0,-5993718870.0,772771500.0,874677440.0,55739000000.0,23770
A007120,미래아이앤지,12.0,2023,8809065000.0,21031760550.0,58141399070.0,13025586980.0,3232556340.0,-9297695350.0,2679834000.0,0.0,43781000000.0,7120
A247660,나노씨엠에스,12.0,2023,2036094000.0,7473474000.0,26817931960.0,4582873460.0,-3162385770.0,-4135061830.0,875080000.0,7893000.0,70768000000.0,247660
A015260,에이엔피,12.0,2023,5865164000.0,35597773870.0,32249152570.0,140906023250.0,-1824839750.0,-10024836010.0,2171664000.0,1929046000.0,73454000000.0,15260
A148780,비큐AI,12.0,2023,5492505000.0,581618140.0,12315987870.0,16892288210.0,240282780.0,733030520.0,597511930.0,81575040.0,36978000000.0,148780
A221840,하이즈항공,12.0,2023,6511387000.0,50282422940.0,51356385770.0,80764375260.0,-4542965440.0,-7615245390.0,3788003750.0,507984340.0,60816000000.0,221840
A328380,솔트웨어,12.0,2023,12473356000.0,56660870.0,22962448830.0,49340647400.0,-88856950.0,761051540.0,262721000.0,13786000.0,48154000000.0,328380
A091340,S&K폴리텍,12.0,2023,73319759000.0,97547695760.0,113941311600.0,251085148590.0,2840405260.0,-5980401730.0,8055236000.0,37508000.0,40223000000.0,91340
A222420,쎄노텍,12.0,2023,8451665000.0,53809938870.0,37197880290.0,31111152860.0,-1056389910.0,-5354149000.0,3826103910.0,0.0,83945000000.0,222420
A362990,드림인사이트,12.0,2023,10807529000.0,4097638080.0,22748925650.0,17374444860.0,4079032130.0,4015675110.0,1027532000.0,17287000.0,,362990
A052460,아이크래프트,12.0,2023,17222770000.0,19944325860.0,37893738810.0,138664496780.0,5149045970.0,4591745860.0,1360008950.0,6487610.0,53657000000.0,52460
A148250,알엔투테크놀로지,12.0,2023,7192283000.0,9159234000.0,38876631580.0,14686648660.0,-1449819920.0,-3685946900.0,3798523430.0,141498040.0,52897000000.0,148250
A355690,에이텀,6.0,2023,3316791000.0,23391557080.0,3611800660.0,47971262130.0,-5922867620.0,-8387900510.0,2155982670.0,914769540.0,106355000000.0,355690
A372800,아이티아이즈,12.0,2023,6517132000.0,11166682360.0,17241597570.0,74949243880.0,-6388091960.0,-7097958530.0,822493090.0,66855180.0,52788000000.0,372800
A003680,한성기업,12.0,2023,4739779000.0,118634491770.0,51403931420.0,320600471180.0,8069234470.0,1221216250.0,2505900890.0,4816460.0,33806000000.0,3680
A192410,휴림네트웍스,12.0,2023,5531512000.0,6865871000.0,44747546420.0,17449952610.0,-8487404640.0,-13904002450.0,1036693000.0,7670000.0,66217000000.0,192410
A296640,이노룰스,12.0,2023,3841865000.0,678568990.0,30142173460.0,15510863450.0,-1240608760.0,34782570.0,296866680.0,44923190.0,49801000000.0,296640
A438700,버넥트,12.0,2023,4892177000.0,7620003300.0,44840566800.0,6501962370.0,-11308437690.0,-10357495870.0,949584000.0,214196000.0,106068000000.0,438700
A221800,유투바이오,12.0,2023,35290495000.0,452265580.0,37991410200.0,30792036510.0,-1337992220.0,645895270.0,902857000.0,16009000.0,73140000000.0,221800
A070300,엑스큐어,12.0,2023,8517525000.0,8097704820.0,24930288830.0,34762870870.0,-118173950.0,-2787452490.0,798018530.0,84550790.0,21846000000.0,70300
A317240,TS트릴리온,12.0,2023,481403000.0,42824687480.0,26597405030.0,39984448890.0,1226031440.0,-1592996090.0,816077080.0,9999990.0,93409000000.0,317240
A068100,케이웨더,12.0,2023,2319535000.0,3602744480.0,8427716110.0,14688005810.0,-2468833010.0,-2436410260.0,398483000.0,22406000.0,,68100
A071950,코아스,12.0,2023,1085688000.0,31055766270.0,10847539210.0,73746191890.0,-3034190050.0,-6690888540.0,2934962000.0,321411000.0,21056000000.0,71950
A068940,셀피글로벌,12.0,2023,4807854000.0,8424142770.0,20294670150.0,34347681880.0,48596150.0,-4815261410.0,1152125530.0,43110900.0,34010000000.0,68940
A005320,온타이드,12.0,2023,17746345000.0,37424646720.0,110792565420.0,224438686440.0,-3581191920.0,-8505715130.0,5567511000.0,0.0,60109000000.0,5320
A034940,조아제약,12.0,2023,2047224000.0,17501126920.0,38757865950.0,62973743080.0,-6834978370.0,-11132861890.0,2221977000.0,164841000.0,66606000000.0,34940
A065370,위세아이텍,12.0,2023,1156022000.0,10841181120.0,32630927570.0,27625153460.0,-2868674780.0,-3293743940.0,236097000.0,161151000.0,96260000000.0,65370
A065570,삼영이엔씨,12.0,2023,3317173000.0,24320091410.0,33744180800.0,33338252940.0,-6125614410.0,-16223274400.0,367712000.0,740841000.0,52412000000.0,65570
A086060,진바이오텍,12.0,2023,8750763000.0,12501861000.0,48304747590.0,79476916080.0,3952505470.0,2591395930.0,1275285000.0,63178000.0,36605000000.0,86060
A045520,크린앤사이언스,12.0,2023,5043884000.0,52898925300.0,27836482530.0,92497051970.0,938086280.0,902672600.0,4715090000.0,345642000.0,56775000000.0,45520
A001420,태원물산,12.0,2023,978713000.0,1013260000.0,28960558400.0,9212314410.0,-810959820.0,-82457840.0,257079990.0,0.0,38119000000.0,1420
A009310,참엔지니어링,12.0,2023,14235599000.0,25781024120.0,73178884510.0,76255465570.0,-28089930190.0,-25955114210.0,1622451000.0,477145000.0,36805000000.0,9310
A033050,제이엠아이,12.0,2023,9862995000.0,8314805690.0,51199542600.0,74566785310.0,4445290730.0,2449720270.0,3745316280.0,33189120.0,38083000000.0,33050
A119650,KC코트렐,12.0,2023,10889518000.0,151711462540.0,41449077740.0,436615281950.0,-21089869640.0,-44388516860.0,1822206000.0,698829000.0,86825000000.0,119650
A310870,디와이씨,12.0,2023,5628895000.0,24462838290.0,50986826390.0,122419662930.0,9142782190.0,4402845470.0,5610910000.0,22052000.0,38337000000.0,310870
A000760,이화산업,12.0,2023,10739356000.0,19900000000.0,207278131980.0,47187842380.0,-1813616540.0,-2102669500.0,1294535000.0,311000.0,49658000000.0,760
A060380,동양에스텍,12.0,2023,6766005000.0,41457915120.0,85475062580.0,210467132050.0,5986309310.0,5474741270.0,3951645210.0,106403530.0,44053000000.0,60380
A065060,지엔코,12.0,2023,9895370000.0,74068396000.0,131597005420.0,146952545700.0,7903539630.0,1454615680.0,4590199000.0,160342000.0,42944000000.0,65060
A072950,빛샘전자,12.0,2023,6713841000.0,4400000000.0,71680145890.0,74104681640.0,3667606420.0,4110965600.0,1046979000.0,50401000.0,38185000000.0,72950
A043710,서울리거,12.0,2023,2491352000.0,7589283650.0,26912382590.0,22559469460.0,-7541411780.0,-3296462080.0,616746000.0,10781000.0,40826000000.0,43710
A016920,카스,12.0,2023,5096784000.0,56320413020.0,64557281710.0,156031555990.0,4957740460.0,1733608270.0,3405693000.0,434887000.0,42187000000.0,16920
A072520,제넨바이오,12.0,2023,8903000.0,29654886680.0,71630327670.0,5288698300.0,-16534287950.0,-16100943710.0,3839056000.0,14971000.0,46668000000.0,72520
A353190,휴럼,12.0,2023,10247471000.0,17568032090.0,41285955730.0,88406989380.0,3755250080.0,4210032040.0,1497920000.0,54518000.0,44228000000.0,353190
A058450,한주에이알티,12.0,2023,10531058000.0,12746266500.0,21247269420.0,10500794550.0,-6090426960.0,-5918995850.0,881386020.0,437035850.0,36181000000.0,58450
A001070,대한방직,12.0,2023,13346632000.0,24121093790.0,130936272080.0,149403981150.0,-1812481980.0,-3671292610.0,2265130720.0,1470350.0,162392000000.0,1070
A011090,에넥스,12.0,2023,11095426000.0,30781745750.0,38971288080.0,230617475520.0,-6993449760.0,-19728244030.0,2820564000.0,0.0,39943000000.0,11090
A451700,엔에이치스팩29호,12.0,2023,32486800.0,2361033000.0,27710100350.0,0.0,-63016360.0,426498170.0,0.0,0.0,28794000000.0,451700
A312610,에이에프더블류,12.0,2023,1584258000.0,21000000.0,62938019440.0,6822097660.0,-4082720060.0,-3019611860.0,1799716000.0,73763000.0,75428000000.0,312610
A052860,아이앤씨,12.0,2023,6655133000.0,15494000000.0,44505586940.0,64285596110.0,1433685930.0,46912300.0,732283870.0,1987012970.0,46569000000.0,52860
A032800,판타지오,6.0,2023,17779951000.0,11928947140.0,42707827370.0,38527506380.0,-4913262870.0,-18458038420.0,1259788930.0,2034775980.0,42925000000.0,32800
A215380,우정바이오,12.0,2023,5416485000.0,52316009370.0,21972072470.0,38615630580.0,-4459664720.0,-5053734960.0,4255522420.0,67492530.0,34182000000.0,215380
A361670,삼영에스앤씨,12.0,2023,1801250000.0,1420785160.0,23205712940.0,11647345780.0,-3538918070.0,-2758500280.0,441589130.0,8409440.0,37523000000.0,361670
A039310,세중,12.0,2023,26574028000.0,5030929060.0,101259310240.0,36300830200.0,1181250870.0,13761016070.0,858743000.0,27064000.0,44322000000.0,39310
A900110,이스트아시아홀딩스,12.0,2023,135918052000.0,0.0,280001561000.0,62520509000.0,5651141000.0,3245380000.0,318591000.0,3167329000.0,44592000000.0,900110
A000040,KR모터스,12.0,2023,13054600000.0,70725078210.0,22404630580.0,78406266620.0,-17856852210.0,-21026668950.0,3413233000.0,132441000.0,54365000000.0,40
A146060,율촌,12.0,2023,20022212000.0,34366223510.0,45916434980.0,72612466180.0,4119945250.0,-17891808600.0,2116041000.0,27410000.0,65993000000.0,146060
A092600,앤씨앤,12.0,2023,17968604000.0,50317466950.0,55058047630.0,61682037940.0,-35722413240.0,-34267039670.0,3122540000.0,1391387000.0,42082000000.0,92600
A021040,대호특수강,12.0,2023,2753266000.0,100538726330.0,51586679450.0,300559957990.0,1660919740.0,-3555644390.0,5541801000.0,917573000.0,44114000000.0,21040
A286750,나노브릭,12.0,2023,3773884000.0,7530763830.0,9704114920.0,6459076530.0,-2482020010.0,-6284184490.0,549990000.0,60868000.0,46414000000.0,286750
A035200,프럼파스트,12.0,2023,3261073000.0,349798180.0,37741699760.0,29481472710.0,1442763520.0,1416560780.0,483514430.0,26665640.0,35350000000.0,35200
A080470,성창오토텍,12.0,2023,10079749000.0,43579674060.0,54138024780.0,169274188880.0,4058130290.0,6394278880.0,6198383770.0,170925930.0,44608000000.0,80470
A038530,케이바이오,12.0,2023,47656942000.0,3187380000.0,128330723940.0,27324874180.0,-561250500.0,-12674439430.0,156545000.0,334487000.0,35697000000.0,38530
A018620,우진비앤지,12.0,2023,13593087600.0,28926500780.0,72330379910.0,57919354660.0,713664780.0,-1186831620.0,2324304130.0,1630521650.0,40908000000.0,18620
A002690,동일제강,12.0,2023,34332230000.0,128679000.0,153236014330.0,180812604440.0,-2912558610.0,-3159795780.0,5064843000.0,0.0,42615000000.0,2690
A368970,오에스피,12.0,2023,13188967000.0,15662940500.0,44324858580.0,35169415920.0,2043258900.0,128423180.0,1295727020.0,930988360.0,57122000000.0,368970
A115570,스타플렉스,12.0,2023,3529262000.0,18158123830.0,63143560670.0,70700646370.0,-3406826200.0,-14742876600.0,4390802000.0,0.0,33674000000.0,115570
A143540,영우디에스피,12.0,2023,11412040000.0,27226370780.0,28688524970.0,47814660580.0,-11093300750.0,-12902152100.0,517276360.0,433301620.0,52714000000.0,143540
A076080,웰크론한텍,12.0,2023,8212025000.0,723564730.0,63794143180.0,333203378930.0,1224035350.0,-4607406310.0,1586276690.0,227215190.0,102513000000.0,76080
A331920,셀레믹스,12.0,2023,2584145000.0,866453000.0,15882369320.0,6577578370.0,-5770408720.0,-3875651430.0,810528000.0,46352000.0,39129000000.0,331920
A115530,씨엔플러스,12.0,2023,3530092000.0,15804337340.0,11291653220.0,36261410430.0,961055940.0,391812320.0,1420198420.0,214737000.0,32832000000.0,115530
A060900,DGP,12.0,2023,2439610000.0,12129985090.0,54571090810.0,18200387990.0,-4755192920.0,-7433854880.0,1183459000.0,29519000.0,90686000000.0,60900
A083470,이엠앤아이,12.0,2023,7190248000.0,1918223090.0,13714881870.0,26311911770.0,-1290663880.0,-386667300.0,546668000.0,241241000.0,68374000000.0,83470
A093380,풍강,8.0,2023,3477023000.0,3415365230.0,73368268370.0,97322976980.0,5238490100.0,5625015650.0,2948228000.0,31145000.0,39251000000.0,93380
A208710,바이오로그디바이스,12.0,2023,8873854000.0,13867941700.0,57532194400.0,123469141440.0,-3261884830.0,-13725866240.0,7769867000.0,524744000.0,44719000000.0,208710
A335870,윙스풋,12.0,2023,365479000.0,7706033000.0,29917620490.0,51588558200.0,3977336930.0,3328367580.0,748667000.0,5328000.0,35618000000.0,335870
A229000,젠큐릭스,12.0,2023,2929693000.0,16907840440.0,12003304350.0,2600317660.0,-11158545310.0,-20139383950.0,1305824000.0,84770000.0,57022000000.0,229000
A237750,피앤씨테크,12.0,2023,7204592000.0,15730000000.0,71803217620.0,20683261000.0,2716180900.0,3643201530.0,462400000.0,96629000.0,37769000000.0,237750
